params,rank_by_CV_mean_test_rmse,CV_mean_train_rmse,CV_mean_test_rmse,mean_train_rmse,mean_test_rmse,Train Years,Validate Year,model
"{'criterion': 'friedman_mse', 'learning_rate': 0.1, 'max_depth': 3, 'max_features': 'auto', 'min_samples_leaf': 0.30000000000000004, 'min_samples_split': 0.5, 'n_estimators': 500, 'subsample': 1.0}",615,128317.85435164603,147810.5992292149,130914.25945943913,118577.52853806848,"[2016, 2017, 2018]",[2019],Boosting
"{'criterion': 'friedman_mse', 'learning_rate': 0.1, 'max_depth': 5, 'max_features': 'auto', 'min_samples_leaf': 0.30000000000000004, 'min_samples_split': 0.30000000000000004, 'n_estimators': 500, 'subsample': 1.0}",623,128317.85435164603,147810.5992292149,130914.25945943913,118577.5285380685,"[2016, 2017, 2018]",[2019],Boosting
"{'criterion': 'friedman_mse', 'learning_rate': 0.2, 'max_depth': 8, 'max_features': 'auto', 'min_samples_leaf': 0.30000000000000004, 'min_samples_split': 0.5, 'n_estimators': 500, 'subsample': 1.0}",624,126041.87060506345,147837.87306622477,129154.76193016265,117100.53102478205,"[2016, 2017, 2018]",[2019],Boosting
"{'criterion': 'friedman_mse', 'learning_rate': 0.2, 'max_depth': 3, 'max_features': 'auto', 'min_samples_leaf': 0.30000000000000004, 'min_samples_split': 0.30000000000000004, 'n_estimators': 500, 'subsample': 1.0}",624,126041.87060506346,147837.87306622477,129154.76193016267,117100.53102478207,"[2016, 2017, 2018]",[2019],Boosting
"{'criterion': 'friedman_mse', 'learning_rate': 0.2, 'max_depth': 3, 'max_features': 'auto', 'min_samples_leaf': 0.30000000000000004, 'min_samples_split': 0.5, 'n_estimators': 500, 'subsample': 1.0}",624,126041.87060506346,147837.87306622477,129154.76193016264,117100.53102478205,"[2016, 2017, 2018]",[2019],Boosting
"{'criterion': 'friedman_mse', 'learning_rate': 0.2, 'max_depth': 8, 'max_features': 'auto', 'min_samples_leaf': 0.30000000000000004, 'min_samples_split': 0.1, 'n_estimators': 500, 'subsample': 1.0}",624,126041.87060506346,147837.87306622477,129154.76193016265,117100.53102478205,"[2016, 2017, 2018]",[2019],Boosting
"{'criterion': 'friedman_mse', 'learning_rate': 0.2, 'max_depth': 5, 'max_features': 'auto', 'min_samples_leaf': 0.30000000000000004, 'min_samples_split': 0.1, 'n_estimators': 500, 'subsample': 1.0}",624,126041.87060506346,147837.87306622477,129154.76193016263,117100.53102478205,"[2016, 2017, 2018]",[2019],Boosting
"{'criterion': 'friedman_mse', 'learning_rate': 0.2, 'max_depth': 3, 'max_features': 'auto', 'min_samples_leaf': 0.30000000000000004, 'min_samples_split': 0.1, 'n_estimators': 500, 'subsample': 1.0}",629,126041.87060506345,147837.8730662248,129154.76193016263,117100.53102478205,"[2016, 2017, 2018]",[2019],Boosting
"{'criterion': 'friedman_mse', 'learning_rate': 0.2, 'max_depth': 8, 'max_features': 'auto', 'min_samples_leaf': 0.30000000000000004, 'min_samples_split': 0.30000000000000004, 'n_estimators': 500, 'subsample': 1.0}",629,126041.87060506344,147837.8730662248,129154.76193016265,117100.53102478205,"[2016, 2017, 2018]",[2019],Boosting
"{'criterion': 'friedman_mse', 'learning_rate': 0.2, 'max_depth': 5, 'max_features': 'auto', 'min_samples_leaf': 0.30000000000000004, 'min_samples_split': 0.30000000000000004, 'n_estimators': 500, 'subsample': 1.0}",629,126041.87060506346,147837.8730662248,129154.76193016265,117100.53102478207,"[2016, 2017, 2018]",[2019],Boosting
"{'criterion': 'friedman_mse', 'learning_rate': 0.2, 'max_depth': 5, 'max_features': 'auto', 'min_samples_leaf': 0.30000000000000004, 'min_samples_split': 0.5, 'n_estimators': 500, 'subsample': 1.0}",632,126041.87060506346,147837.8730662248,129154.76193016263,117100.53102478205,"[2016, 2017, 2018]",[2019],Boosting
"{'criterion': 'friedman_mse', 'learning_rate': 0.15, 'max_depth': 8, 'max_features': 'auto', 'min_samples_leaf': 0.1, 'min_samples_split': 0.1, 'n_estimators': 10, 'subsample': 0.75}",633,131509.35666570475,147931.0203336169,132536.09630502627,114053.53770638997,"[2016, 2017, 2018]",[2019],Boosting
"{'criterion': 'friedman_mse', 'learning_rate': 0.075, 'max_depth': 8, 'max_features': 'auto', 'min_samples_leaf': 0.30000000000000004, 'min_samples_split': 0.30000000000000004, 'n_estimators': 500, 'subsample': 1.0}",634,129336.1847467907,148058.0532033368,131901.02865579847,119710.49595092045,"[2016, 2017, 2018]",[2019],Boosting
"{'criterion': 'friedman_mse', 'learning_rate': 0.075, 'max_depth': 3, 'max_features': 'auto', 'min_samples_leaf': 0.30000000000000004, 'min_samples_split': 0.1, 'n_estimators': 500, 'subsample': 1.0}",634,129336.18474679068,148058.0532033368,131901.0286557985,119710.49595092045,"[2016, 2017, 2018]",[2019],Boosting
"{'criterion': 'friedman_mse', 'learning_rate': 0.075, 'max_depth': 5, 'max_features': 'auto', 'min_samples_leaf': 0.30000000000000004, 'min_samples_split': 0.5, 'n_estimators': 500, 'subsample': 1.0}",634,129336.18474679069,148058.0532033368,131901.02865579847,119710.49595092045,"[2016, 2017, 2018]",[2019],Boosting
"{'criterion': 'friedman_mse', 'learning_rate': 0.075, 'max_depth': 8, 'max_features': 'auto', 'min_samples_leaf': 0.30000000000000004, 'min_samples_split': 0.1, 'n_estimators': 500, 'subsample': 1.0}",634,129336.18474679069,148058.0532033368,131901.02865579847,119710.49595092045,"[2016, 2017, 2018]",[2019],Boosting
"{'criterion': 'friedman_mse', 'learning_rate': 0.075, 'max_depth': 5, 'max_features': 'auto', 'min_samples_leaf': 0.30000000000000004, 'min_samples_split': 0.1, 'n_estimators': 500, 'subsample': 1.0}",634,129336.1847467907,148058.0532033368,131901.02865579847,119710.49595092045,"[2016, 2017, 2018]",[2019],Boosting
"{'criterion': 'friedman_mse', 'learning_rate': 0.075, 'max_depth': 5, 'max_features': 'auto', 'min_samples_leaf': 0.30000000000000004, 'min_samples_split': 0.30000000000000004, 'n_estimators': 500, 'subsample': 1.0}",639,129336.18474679069,148058.05320333684,131901.02865579847,119710.49595092045,"[2016, 2017, 2018]",[2019],Boosting
"{'criterion': 'friedman_mse', 'learning_rate': 0.075, 'max_depth': 3, 'max_features': 'auto', 'min_samples_leaf': 0.30000000000000004, 'min_samples_split': 0.30000000000000004, 'n_estimators': 500, 'subsample': 1.0}",640,129336.1847467907,148058.05320333684,131901.0286557985,119710.49595092046,"[2016, 2017, 2018]",[2019],Boosting
"{'criterion': 'friedman_mse', 'learning_rate': 0.075, 'max_depth': 3, 'max_features': 'auto', 'min_samples_leaf': 0.30000000000000004, 'min_samples_split': 0.5, 'n_estimators': 500, 'subsample': 1.0}",640,129336.18474679068,148058.05320333684,131901.02865579847,119710.49595092045,"[2016, 2017, 2018]",[2019],Boosting
"{'criterion': 'friedman_mse', 'learning_rate': 0.075, 'max_depth': 8, 'max_features': 'auto', 'min_samples_leaf': 0.30000000000000004, 'min_samples_split': 0.5, 'n_estimators': 500, 'subsample': 1.0}",642,129336.18474679069,148058.05320333684,131901.0286557985,119710.49595092046,"[2016, 2017, 2018]",[2019],Boosting
"{'criterion': 'friedman_mse', 'learning_rate': 0.15, 'max_depth': 8, 'max_features': 'sqrt', 'min_samples_leaf': 0.30000000000000004, 'min_samples_split': 0.30000000000000004, 'n_estimators': 500, 'subsample': 1.0}",643,129187.15112867564,148060.32773987507,131263.99990230348,119257.5664403766,"[2016, 2017, 2018]",[2019],Boosting
"{'criterion': 'friedman_mse', 'learning_rate': 0.15, 'max_depth': 3, 'max_features': 'sqrt', 'min_samples_leaf': 0.30000000000000004, 'min_samples_split': 0.1, 'n_estimators': 500, 'subsample': 1.0}",644,129310.61812002599,148075.11602297737,131113.43618419446,119541.03242940582,"[2016, 2017, 2018]",[2019],Boosting
"{'criterion': 'friedman_mse', 'learning_rate': 0.05, 'max_depth': 5, 'max_features': 'auto', 'min_samples_leaf': 0.30000000000000004, 'min_samples_split': 0.30000000000000004, 'n_estimators': 500, 'subsample': 1.0}",645,130507.453185851,148172.82744169564,132841.63488475964,120439.00995137158,"[2016, 2017, 2018]",[2019],Boosting
"{'criterion': 'friedman_mse', 'learning_rate': 0.05, 'max_depth': 8, 'max_features': 'auto', 'min_samples_leaf': 0.30000000000000004, 'min_samples_split': 0.1, 'n_estimators': 500, 'subsample': 1.0}",646,130507.45318585102,148172.82744169564,132841.63488475964,120439.00995137158,"[2016, 2017, 2018]",[2019],Boosting
"{'criterion': 'friedman_mse', 'learning_rate': 0.05, 'max_depth': 3, 'max_features': 'auto', 'min_samples_leaf': 0.30000000000000004, 'min_samples_split': 0.30000000000000004, 'n_estimators': 500, 'subsample': 1.0}",646,130507.453185851,148172.82744169564,132841.63488475964,120439.00995137158,"[2016, 2017, 2018]",[2019],Boosting
"{'criterion': 'friedman_mse', 'learning_rate': 0.05, 'max_depth': 8, 'max_features': 'auto', 'min_samples_leaf': 0.30000000000000004, 'min_samples_split': 0.30000000000000004, 'n_estimators': 500, 'subsample': 1.0}",646,130507.45318585102,148172.82744169564,132841.63488475964,120439.00995137158,"[2016, 2017, 2018]",[2019],Boosting
"{'criterion': 'friedman_mse', 'learning_rate': 0.05, 'max_depth': 3, 'max_features': 'auto', 'min_samples_leaf': 0.30000000000000004, 'min_samples_split': 0.5, 'n_estimators': 500, 'subsample': 1.0}",649,130507.45318585102,148172.82744169567,132841.63488475964,120439.00995137158,"[2016, 2017, 2018]",[2019],Boosting
"{'criterion': 'friedman_mse', 'learning_rate': 0.05, 'max_depth': 5, 'max_features': 'auto', 'min_samples_leaf': 0.30000000000000004, 'min_samples_split': 0.5, 'n_estimators': 500, 'subsample': 1.0}",649,130507.45318585102,148172.82744169567,132841.63488475964,120439.00995137157,"[2016, 2017, 2018]",[2019],Boosting
"{'criterion': 'friedman_mse', 'learning_rate': 0.05, 'max_depth': 8, 'max_features': 'auto', 'min_samples_leaf': 0.30000000000000004, 'min_samples_split': 0.5, 'n_estimators': 500, 'subsample': 1.0}",649,130507.45318585102,148172.82744169567,132841.6348847596,120439.00995137155,"[2016, 2017, 2018]",[2019],Boosting
"{'criterion': 'friedman_mse', 'learning_rate': 0.05, 'max_depth': 5, 'max_features': 'auto', 'min_samples_leaf': 0.30000000000000004, 'min_samples_split': 0.1, 'n_estimators': 500, 'subsample': 1.0}",649,130507.45318585102,148172.82744169567,132841.63488475964,120439.00995137158,"[2016, 2017, 2018]",[2019],Boosting
"{'criterion': 'friedman_mse', 'learning_rate': 0.05, 'max_depth': 3, 'max_features': 'auto', 'min_samples_leaf': 0.30000000000000004, 'min_samples_split': 0.1, 'n_estimators': 500, 'subsample': 1.0}",653,130507.45318585103,148172.82744169567,132841.6348847596,120439.00995137158,"[2016, 2017, 2018]",[2019],Boosting
"{'criterion': 'friedman_mse', 'learning_rate': 0.1, 'max_depth': 5, 'max_features': 'sqrt', 'min_samples_leaf': 0.1, 'min_samples_split': 0.30000000000000004, 'n_estimators': 100, 'subsample': 0.5}",654,130942.18527652384,148198.27919968235,130913.4264338342,118161.07507840217,"[2016, 2017, 2018]",[2019],Boosting
"{'criterion': 'friedman_mse', 'learning_rate': 0.025, 'max_depth': 8, 'max_features': 'auto', 'min_samples_leaf': 0.1, 'min_samples_split': 0.30000000000000004, 'n_estimators': 100, 'subsample': 0.5}",655,132615.75822559022,148222.81440890327,133855.0532131938,117391.37948278332,"[2016, 2017, 2018]",[2019],Boosting
"{'criterion': 'friedman_mse', 'learning_rate': 0.15, 'max_depth': 5, 'max_features': 'sqrt', 'min_samples_leaf': 0.30000000000000004, 'min_samples_split': 0.1, 'n_estimators': 500, 'subsample': 1.0}",656,129199.05898623368,148238.7834020261,131807.8212920753,120179.25924359099,"[2016, 2017, 2018]",[2019],Boosting
"{'criterion': 'friedman_mse', 'learning_rate': 0.15, 'max_depth': 8, 'max_features': 'sqrt', 'min_samples_leaf': 0.30000000000000004, 'min_samples_split': 0.1, 'n_estimators': 500, 'subsample': 1.0}",657,129573.18329219143,148262.0161447805,131609.8567245798,119730.09988641014,"[2016, 2017, 2018]",[2019],Boosting
"{'criterion': 'friedman_mse', 'learning_rate': 0.025, 'max_depth': 5, 'max_features': 'auto', 'min_samples_leaf': 0.1, 'min_samples_split': 0.30000000000000004, 'n_estimators': 100, 'subsample': 0.5}",658,132666.83453677647,148295.0260535633,133990.57614229314,117519.64132490536,"[2016, 2017, 2018]",[2019],Boosting
"{'criterion': 'friedman_mse', 'learning_rate': 0.15, 'max_depth': 3, 'max_features': 'sqrt', 'min_samples_leaf': 0.30000000000000004, 'min_samples_split': 0.5, 'n_estimators': 500, 'subsample': 1.0}",659,129382.64370465023,148308.9732480963,130892.68557304473,118571.32830238115,"[2016, 2017, 2018]",[2019],Boosting
"{'criterion': 'friedman_mse', 'learning_rate': 0.15, 'max_depth': 3, 'max_features': 'sqrt', 'min_samples_leaf': 0.30000000000000004, 'min_samples_split': 0.30000000000000004, 'n_estimators': 500, 'subsample': 1.0}",660,129399.11929378976,148388.41329791685,131515.82042770408,119459.29432448627,"[2016, 2017, 2018]",[2019],Boosting
"{'criterion': 'friedman_mse', 'learning_rate': 0.2, 'max_depth': 8, 'max_features': 'auto', 'min_samples_leaf': 0.30000000000000004, 'min_samples_split': 0.30000000000000004, 'n_estimators': 100, 'subsample': 1.0}",661,131210.9227624128,148426.06330597168,133231.71225285172,120469.14413318779,"[2016, 2017, 2018]",[2019],Boosting
"{'criterion': 'friedman_mse', 'learning_rate': 0.2, 'max_depth': 3, 'max_features': 'auto', 'min_samples_leaf': 0.30000000000000004, 'min_samples_split': 0.1, 'n_estimators': 100, 'subsample': 1.0}",662,131210.92276241284,148426.06330597168,133231.71225285172,120469.14413318779,"[2016, 2017, 2018]",[2019],Boosting
"{'criterion': 'friedman_mse', 'learning_rate': 0.2, 'max_depth': 8, 'max_features': 'auto', 'min_samples_leaf': 0.30000000000000004, 'min_samples_split': 0.1, 'n_estimators': 100, 'subsample': 1.0}",662,131210.9227624128,148426.06330597168,133231.71225285172,120469.14413318779,"[2016, 2017, 2018]",[2019],Boosting
"{'criterion': 'friedman_mse', 'learning_rate': 0.2, 'max_depth': 5, 'max_features': 'auto', 'min_samples_leaf': 0.30000000000000004, 'min_samples_split': 0.1, 'n_estimators': 100, 'subsample': 1.0}",664,131210.9227624128,148426.0633059717,133231.71225285172,120469.14413318779,"[2016, 2017, 2018]",[2019],Boosting
"{'criterion': 'friedman_mse', 'learning_rate': 0.2, 'max_depth': 5, 'max_features': 'auto', 'min_samples_leaf': 0.30000000000000004, 'min_samples_split': 0.30000000000000004, 'n_estimators': 100, 'subsample': 1.0}",664,131210.9227624128,148426.0633059717,133231.71225285172,120469.14413318779,"[2016, 2017, 2018]",[2019],Boosting
"{'criterion': 'friedman_mse', 'learning_rate': 0.2, 'max_depth': 8, 'max_features': 'auto', 'min_samples_leaf': 0.30000000000000004, 'min_samples_split': 0.5, 'n_estimators': 100, 'subsample': 1.0}",664,131210.9227624128,148426.0633059717,133231.7122528517,120469.14413318779,"[2016, 2017, 2018]",[2019],Boosting
"{'criterion': 'friedman_mse', 'learning_rate': 0.2, 'max_depth': 5, 'max_features': 'auto', 'min_samples_leaf': 0.30000000000000004, 'min_samples_split': 0.5, 'n_estimators': 100, 'subsample': 1.0}",664,131210.9227624128,148426.0633059717,133231.71225285172,120469.14413318779,"[2016, 2017, 2018]",[2019],Boosting
"{'criterion': 'friedman_mse', 'learning_rate': 0.2, 'max_depth': 3, 'max_features': 'auto', 'min_samples_leaf': 0.30000000000000004, 'min_samples_split': 0.5, 'n_estimators': 100, 'subsample': 1.0}",664,131210.9227624128,148426.0633059717,133231.71225285172,120469.14413318779,"[2016, 2017, 2018]",[2019],Boosting
"{'criterion': 'friedman_mse', 'learning_rate': 0.2, 'max_depth': 3, 'max_features': 'auto', 'min_samples_leaf': 0.30000000000000004, 'min_samples_split': 0.30000000000000004, 'n_estimators': 100, 'subsample': 1.0}",664,131210.92276241284,148426.0633059717,133231.71225285172,120469.14413318779,"[2016, 2017, 2018]",[2019],Boosting
"{'criterion': 'friedman_mse', 'learning_rate': 0.15, 'max_depth': 3, 'max_features': 'auto', 'min_samples_leaf': 0.1, 'min_samples_split': 0.1, 'n_estimators': 10, 'subsample': 0.75}",670,132068.83603268853,148454.51483570156,133791.89657232238,115005.799008923,"[2016, 2017, 2018]",[2019],Boosting
"{'criterion': 'friedman_mse', 'learning_rate': 0.025, 'max_depth': 3, 'max_features': 'auto', 'min_samples_leaf': 0.1, 'min_samples_split': 0.30000000000000004, 'n_estimators': 100, 'subsample': 0.5}",671,132603.91946735076,148535.8290923698,133983.57356193886,117546.29921718917,"[2016, 2017, 2018]",[2019],Boosting
"{'criterion': 'friedman_mse', 'learning_rate': 0.05, 'max_depth': 5, 'max_features': 'sqrt', 'min_samples_leaf': 0.1, 'min_samples_split': 0.1, 'n_estimators': 100, 'subsample': 0.5}",672,133371.5601810919,148562.2712233472,137134.94922948428,121693.32098660372,"[2016, 2017, 2018]",[2019],Boosting
"{'criterion': 'friedman_mse', 'learning_rate': 0.15, 'max_depth': 8, 'max_features': 'sqrt', 'min_samples_leaf': 0.30000000000000004, 'min_samples_split': 0.5, 'n_estimators': 500, 'subsample': 1.0}",673,129147.28688395993,148573.19939942748,131653.5213243316,119631.68121337495,"[2016, 2017, 2018]",[2019],Boosting
"{'criterion': 'friedman_mse', 'learning_rate': 0.2, 'max_depth': 5, 'max_features': 'sqrt', 'min_samples_leaf': 0.30000000000000004, 'min_samples_split': 0.30000000000000004, 'n_estimators': 500, 'subsample': 1.0}",674,128938.85292219945,148619.08959563955,130609.96190339848,118829.92406849764,"[2016, 2017, 2018]",[2019],Boosting
"{'criterion': 'friedman_mse', 'learning_rate': 0.2, 'max_depth': 3, 'max_features': 'sqrt', 'min_samples_leaf': 0.30000000000000004, 'min_samples_split': 0.30000000000000004, 'n_estimators': 500, 'subsample': 1.0}",675,128396.91872429747,148661.3956493471,130840.77730033093,118671.09631652858,"[2016, 2017, 2018]",[2019],Boosting
"{'criterion': 'friedman_mse', 'learning_rate': 0.15, 'max_depth': 3, 'max_features': 'auto', 'min_samples_leaf': 0.30000000000000004, 'min_samples_split': 0.5, 'n_estimators': 100, 'subsample': 1.0}",676,132014.49890897953,148709.41804189802,134100.55011452848,121224.50666542616,"[2016, 2017, 2018]",[2019],Boosting
"{'criterion': 'friedman_mse', 'learning_rate': 0.15, 'max_depth': 5, 'max_features': 'auto', 'min_samples_leaf': 0.30000000000000004, 'min_samples_split': 0.30000000000000004, 'n_estimators': 100, 'subsample': 1.0}",677,132014.49890897956,148709.41804189805,134100.55011452848,121224.50666542619,"[2016, 2017, 2018]",[2019],Boosting
"{'criterion': 'friedman_mse', 'learning_rate': 0.15, 'max_depth': 8, 'max_features': 'auto', 'min_samples_leaf': 0.30000000000000004, 'min_samples_split': 0.30000000000000004, 'n_estimators': 100, 'subsample': 1.0}",677,132014.49890897953,148709.41804189805,134100.55011452845,121224.50666542616,"[2016, 2017, 2018]",[2019],Boosting
"{'criterion': 'friedman_mse', 'learning_rate': 0.15, 'max_depth': 3, 'max_features': 'auto', 'min_samples_leaf': 0.30000000000000004, 'min_samples_split': 0.30000000000000004, 'n_estimators': 100, 'subsample': 1.0}",677,132014.49890897956,148709.41804189805,134100.55011452845,121224.50666542615,"[2016, 2017, 2018]",[2019],Boosting
"{'criterion': 'friedman_mse', 'learning_rate': 0.15, 'max_depth': 8, 'max_features': 'auto', 'min_samples_leaf': 0.30000000000000004, 'min_samples_split': 0.5, 'n_estimators': 100, 'subsample': 1.0}",677,132014.49890897953,148709.41804189805,134100.55011452848,121224.50666542618,"[2016, 2017, 2018]",[2019],Boosting
